order_id,order_date,customer_id,customer_name,customer_segment,region,city,category,subcategory,product_name,sales_person,quantity,unit_price,discount,sales,profit,payment_method,year,month_number,month_name,year_month,quarter,profit_margin,discount_amount,sales_band
ORD-10290,2025-02-23,CUST-1160,Customer 1187,Corporate,Western,Colombo,Fashion,Kids,Kids T-Shirt,Tharushi Fernando,6,9425.69,0.0,56554.15,10558.59,Digital Wallet,2025,2,February,2025-02,Q1,0.1866987656962398,0.0,High
ORD-10291,2025-02-25,CUST-1096,Customer 1422,Corporate,North Western,Puttalam,Home & Living,Appliances,Water Heater,Kasun Silva,6,73085.68,0.05,416588.39,55537.42,Cash,2025,2,February,2025-02,Q1,0.13331485306155555,21925.703999999998,Premium
ORD-10292,2024-04-13,CUST-1287,Customer 1349,Small Business,Southern,Galle,Groceries,Household,Tissue Pack,Kasun Silva,7,4039.23,0.05,26860.87,2064.86,Cash,2024,4,April,2024-04,Q2,0.07687241701404311,1413.7305000000001,Medium
ORD-10293,2024-09-10,CUST-1388,Customer 1013,Consumer,North Western,Puttalam,Fashion,Kids,School Shoes,Ishara Madushan,7,1623.99,0.05,10799.52,1849.66,Digital Wallet,2024,9,September,2024-09,Q3,0.17127242692267805,568.3965000000001,Medium
ORD-10294,2024-08-14,CUST-1273,Customer 1408,Small Business,Sabaragamuwa,Kegalle,Fashion,Men,Leather Belt,Nimal Perera,5,11739.13,0.0,58695.63,9789.4,Card,2024,8,August,2024-08,Q3,0.1667824333770674,0.0,High
ORD-10295,2024-04-21,CUST-1229,Customer 1156,Corporate,Central,Matale,Fashion,Men,Casual Shirt,Dilan Jayasinghe,2,17070.38,0.15,29019.65,6653.65,Card,2024,4,April,2024-04,Q2,0.22928084935552287,5121.1140000000005,Medium
ORD-10296,2025-05-24,CUST-1238,Customer 1094,Corporate,Northern,Kilinochchi,Fashion,Women,Handbag,Sachini Perera,1,13975.13,0.1,12577.62,3404.83,Bank Transfer,2025,5,May,2025-05,Q2,0.27070542757691834,1397.513,Medium
ORD-10297,2025-04-17,CUST-1202,Customer 1364,Corporate,North Western,Kurunegala,Electronics,Accessories,Wireless Mouse,Tharushi Fernando,2,47507.34,0.05,90263.95,16148.6,Card,2025,4,April,2025-04,Q2,0.17890420261909656,4750.7339999999995,High
ORD-10298,2024-04-08,CUST-1331,Customer 1098,Small Business,Northern,Vavuniya,Fashion,Kids,Kids T-Shirt,Tharushi Fernando,7,5878.31,0.15,34975.93,9351.42,Bank Transfer,2024,4,April,2024-04,Q2,0.2673673008837792,6172.2255000000005,Medium
ORD-10299,2024-06-01,CUST-1107,Customer 1232,Consumer,Eastern,Batticaloa,Home & Living,Kitchen,Air Fryer,Dilan Jayasinghe,1,41185.97,0.0,41185.97,10506.37,Bank Transfer,2024,6,June,2024-06,Q2,0.2550958493875463,0.0,Medium
ORD-10300,2024-12-03,CUST-1407,Customer 1056,Consumer,Northern,Vavuniya,Groceries,Household,Dish Wash,Sachini Perera,2,3920.66,0.0,7841.33,1618.41,Cash,2024,12,December,2024-12,Q4,0.20639483352951604,0.0,Low
ORD-10301,2025-12-06,CUST-1344,Customer 1305,Consumer,Eastern,Trincomalee,Fashion,Men,Casual Shirt,Ishara Madushan,6,13790.36,0.0,82742.14,10381.9,Card,2025,12,December,2025-12,Q4,0.12547294522476696,0.0,High
ORD-10302,2024-06-11,CUST-1038,Customer 1119,Small Business,Eastern,Ampara,Home & Living,Kitchen,Electric Kettle,Dilan Jayasinghe,5,57765.17,0.1,259943.26,56295.39,Cash,2024,6,June,2024-06,Q2,0.21656799256883982,28882.585,Premium
ORD-10303,2025-12-20,CUST-1105,Customer 1228,Consumer,North Western,Kurunegala,Groceries,Beverages,Mineral Water,Dilan Jayasinghe,5,1587.68,0.2,6350.7,340.53,Card,2025,12,December,2025-12,Q4,0.05362086069252208,1587.6800000000003,Low
ORD-10304,2025-11-11,CUST-1304,Customer 1296,Small Business,Eastern,Trincomalee,Groceries,Household,Detergent,Dilan Jayasinghe,7,925.71,0.0,6479.99,1706.43,Bank Transfer,2025,11,November,2025-11,Q4,0.2633383693493354,0.0,Low
ORD-10305,2024-06-09,CUST-1076,Customer 1287,Small Business,North Western,Kurunegala,Groceries,Snacks,Biscuits,Kasun Silva,1,4661.0,0.0,4661.0,437.24,Cash,2024,6,June,2024-06,Q2,0.09380819566616606,0.0,Low
ORD-10306,2025-08-02,CUST-1448,Customer 1360,Small Business,Western,Gampaha,Fashion,Kids,Kids T-Shirt,Nimal Perera,7,9625.5,0.05,64009.59,12518.61,Cash,2025,8,August,2025-08,Q3,0.1955739757120769,3368.925,High
ORD-10307,2025-02-01,CUST-1044,Customer 1282,Consumer,Northern,Jaffna,Fashion,Women,Floral Dress,Sachini Perera,2,3128.59,0.1,5631.46,828.54,Digital Wallet,2025,2,February,2025-02,Q1,0.14712703277658012,625.7180000000001,Low
ORD-10308,2024-10-03,CUST-1089,Customer 1066,Consumer,Southern,Matara,Groceries,Snacks,Mixed Nuts,Sachini Perera,7,4568.58,0.0,31980.08,7072.94,Card,2024,10,October,2024-10,Q4,0.22116705148955224,0.0,Medium
ORD-10309,2025-05-18,CUST-1253,Customer 1143,Small Business,North Western,Puttalam,Electronics,Mobile Phones,Nokia G42,Kasun Silva,6,207565.93,0.0,1245395.57,226914.68,Card,2025,5,May,2025-05,Q2,0.1822028963857644,0.0,Premium
ORD-10310,2025-01-26,CUST-1112,Customer 1364,Small Business,Sabaragamuwa,Ratnapura,Electronics,Laptops,ASUS VivoBook,Sachini Perera,2,74387.95,0.0,148775.9,24425.51,Digital Wallet,2025,1,January,2025-01,Q1,0.16417652321377318,0.0,High
ORD-10311,2024-05-14,CUST-1138,Customer 1345,Corporate,Eastern,Trincomalee,Home & Living,Kitchen,Air Fryer,Kasun Silva,7,50676.2,0.05,336996.75,73295.95,Bank Transfer,2024,5,May,2024-05,Q2,0.21749749812127267,17736.67,Premium
ORD-10312,2024-07-13,CUST-1237,Customer 1358,Small Business,Central,Nuwara Eliya,Electronics,Mobile Phones,Nokia G42,Nimal Perera,4,14248.71,0.1,51295.34,9096.08,Card,2024,7,July,2024-07,Q3,0.1773276090966548,5699.484,High
ORD-10313,2025-02-04,CUST-1423,Customer 1090,Corporate,Central,Kandy,Electronics,Accessories,Wireless Mouse,Ishara Madushan,5,59065.25,0.1,265793.63,69382.76,Cash,2025,2,February,2025-02,Q1,0.2610399654799853,29532.625,Premium
ORD-10314,2025-10-01,CUST-1184,Customer 1162,Consumer,Central,Nuwara Eliya,Electronics,Laptops,ASUS VivoBook,Ishara Madushan,5,130138.65,0.2,520554.62,51190.63,Card,2025,10,October,2025-10,Q4,0.09833863351361669,130138.65000000001,Premium
ORD-10315,2024-02-02,CUST-1182,Customer 1426,Consumer,Sabaragamuwa,Ratnapura,Home & Living,Appliances,Iron,Sachini Perera,7,5234.5,0.2,29313.21,5887.87,Bank Transfer,2024,2,February,2024-02,Q1,0.2008606358703124,7328.3,Medium
ORD-10316,2025-11-18,CUST-1141,Customer 1145,Consumer,Eastern,Ampara,Fashion,Men,Running Shoes,Sachini Perera,5,16250.85,0.0,81254.27,5614.71,Card,2025,11,November,2025-11,Q4,0.0691004915803194,0.0,High
ORD-10317,2025-04-04,CUST-1283,Customer 1269,Small Business,Northern,Kilinochchi,Fashion,Men,Denim Jeans,Sachini Perera,6,15327.27,0.05,87365.42,19648.86,Digital Wallet,2025,4,April,2025-04,Q2,0.2249043156892052,4598.181,High
ORD-10318,2025-04-14,CUST-1303,Customer 1005,Small Business,Eastern,Trincomalee,Electronics,Laptops,ASUS VivoBook,Tharushi Fernando,1,69357.54,0.0,69357.54,10299.61,Digital Wallet,2025,4,April,2025-04,Q2,0.14850022074023966,0.0,High
ORD-10319,2025-01-09,CUST-1384,Customer 1044,Small Business,Northern,Jaffna,Fashion,Women,Floral Dress,Dilan Jayasinghe,2,12227.68,0.1,22009.83,5161.47,Card,2025,1,January,2025-01,Q1,0.23450749051673728,2445.536,Medium
ORD-10320,2024-01-22,CUST-1122,Customer 1432,Corporate,Sabaragamuwa,Ratnapura,Fashion,Kids,School Shoes,Nimal Perera,7,1939.88,0.1,12221.23,1266.99,Digital Wallet,2024,1,January,2024-01,Q1,0.10367123440112003,1357.9160000000002,Medium
ORD-10321,2025-10-31,CUST-1314,Customer 1128,Corporate,Northern,Vavuniya,Home & Living,Furniture,Study Desk,Kasun Silva,4,53170.14,0.0,212680.57,30105.06,Bank Transfer,2025,10,October,2025-10,Q4,0.14155058922401798,0.0,Premium
ORD-10322,2024-02-07,CUST-1346,Customer 1284,Small Business,North Western,Kurunegala,Groceries,Snacks,Biscuits,Sachini Perera,6,2892.56,0.0,17355.35,4743.97,Card,2024,2,February,2024-02,Q1,0.27334337826664407,0.0,Medium
ORD-10323,2024-08-17,CUST-1071,Customer 1364,Consumer,Western,Gampaha,Groceries,Household,Detergent,Kasun Silva,5,4851.2,0.0,24256.02,2799.41,Card,2024,8,August,2024-08,Q3,0.11541093716116659,0.0,Medium
ORD-10324,2024-12-30,CUST-1423,Customer 1060,Consumer,Northern,Jaffna,Fashion,Women,Handbag,Kasun Silva,3,5999.75,0.0,17999.26,1048.15,Cash,2024,12,December,2024-12,Q4,0.05823294957681595,0.0,Medium
ORD-10325,2025-07-16,CUST-1407,Customer 1006,Corporate,North Western,Puttalam,Home & Living,Appliances,Vacuum Cleaner,Kasun Silva,2,15007.77,0.15,25513.21,4075.09,Bank Transfer,2025,7,July,2025-07,Q3,0.15972470731828728,4502.331,Medium
ORD-10326,2025-03-13,CUST-1323,Customer 1106,Corporate,Sabaragamuwa,Kegalle,Groceries,Snacks,Potato Chips,Tharushi Fernando,2,1715.22,0.1,3087.4,463.03,Bank Transfer,2025,3,March,2025-03,Q1,0.14997408822957828,343.04400000000004,Low
ORD-10327,2024-10-09,CUST-1291,Customer 1022,Corporate,Eastern,Trincomalee,Groceries,Beverages,Mineral Water,Kasun Silva,3,1361.01,0.0,4083.03,962.64,Bank Transfer,2024,10,October,2024-10,Q4,0.23576608548063568,0.0,Low
ORD-10328,2024-01-27,CUST-1225,Customer 1018,Small Business,Southern,Matara,Electronics,Accessories,Mechanical Keyboard,Kasun Silva,1,95244.15,0.0,95244.15,17753.14,Cash,2024,1,January,2024-01,Q1,0.18639611986667948,0.0,High
ORD-10329,2024-08-13,CUST-1281,Customer 1412,Consumer,Southern,Hambantota,Groceries,Snacks,Chocolate,Tharushi Fernando,1,4463.82,0.05,4240.63,647.29,Card,2024,8,August,2024-08,Q3,0.1526400558407595,223.191,Low
ORD-10330,2024-10-03,CUST-1425,Customer 1025,Corporate,Northern,Vavuniya,Home & Living,Furniture,Bookshelf,Dilan Jayasinghe,2,37287.87,0.0,74575.75,12116.55,Digital Wallet,2024,10,October,2024-10,Q4,0.16247305591965217,0.0,High
ORD-10331,2025-08-31,CUST-1209,Customer 1448,Small Business,Northern,Jaffna,Fashion,Men,Denim Jeans,Ishara Madushan,6,2490.37,0.15,12700.86,3510.91,Digital Wallet,2025,8,August,2025-08,Q3,0.27643088735723403,2241.3329999999996,Medium
ORD-10332,2024-10-10,CUST-1187,Customer 1346,Consumer,Central,Nuwara Eliya,Electronics,Accessories,Wireless Mouse,Sachini Perera,6,192629.18,0.0,1155775.09,220236.6,Cash,2024,10,October,2024-10,Q4,0.19055316376475978,0.0,Premium
ORD-10333,2025-04-25,CUST-1315,Customer 1411,Consumer,Sabaragamuwa,Ratnapura,Groceries,Beverages,Coffee Jar,Sachini Perera,6,3564.15,0.05,20315.67,4150.84,Card,2025,4,April,2025-04,Q2,0.20431716010350634,1069.2450000000001,Medium
ORD-10334,2025-03-28,CUST-1043,Customer 1017,Small Business,Western,Colombo,Groceries,Snacks,Biscuits,Sachini Perera,3,2687.62,0.0,8062.86,677.95,Digital Wallet,2025,3,March,2025-03,Q1,0.08408306729870046,0.0,Low
ORD-10335,2025-10-20,CUST-1076,Customer 1101,Consumer,North Western,Puttalam,Electronics,Mobile Phones,Nokia G42,Nimal Perera,7,58658.26,0.0,410607.82,67961.64,Bank Transfer,2025,10,October,2025-10,Q4,0.1655147240011162,0.0,Premium
ORD-10336,2025-05-30,CUST-1431,Customer 1430,Consumer,Eastern,Trincomalee,Electronics,Accessories,Bluetooth Speaker,Nimal Perera,6,70187.16,0.1,379010.67,83640.37,Cash,2025,5,May,2025-05,Q2,0.22068077925088495,42112.296,Premium
ORD-10337,2025-06-30,CUST-1164,Customer 1386,Corporate,Eastern,Batticaloa,Home & Living,Kitchen,Electric Kettle,Tharushi Fernando,4,49903.66,0.0,199614.65,20382.23,Digital Wallet,2025,6,June,2025-06,Q2,0.10210788637006352,0.0,Premium
ORD-10338,2024-07-10,CUST-1374,Customer 1221,Small Business,Western,Gampaha,Groceries,Snacks,Chocolate,Kasun Silva,6,3027.98,0.0,18167.9,4483.23,Bank Transfer,2024,7,July,2024-07,Q3,0.24676654979386717,0.0,Medium
ORD-10339,2024-02-18,CUST-1441,Customer 1148,Corporate,North Western,Kurunegala,Electronics,Mobile Phones,Nokia G42,Dilan Jayasinghe,4,196305.91,0.05,745962.46,79088.13,Digital Wallet,2024,2,February,2024-02,Q1,0.10602159524220563,39261.182,Premium
ORD-10340,2025-05-26,CUST-1300,Customer 1290,Consumer,Western,Kalutara,Electronics,Accessories,Mechanical Keyboard,Dilan Jayasinghe,1,125481.08,0.05,119207.03,11521.08,Digital Wallet,2025,5,May,2025-05,Q2,0.0966476557632549,6274.054,High
ORD-10341,2024-01-17,CUST-1189,Customer 1415,Consumer,North Western,Puttalam,Electronics,Accessories,Wireless Mouse,Kasun Silva,5,218457.01,0.1,983056.56,198538.86,Digital Wallet,2024,1,January,2024-01,Q1,0.20196077019210368,109228.505,Premium
ORD-10342,2024-06-20,CUST-1016,Customer 1302,Small Business,Southern,Galle,Electronics,Accessories,USB-C Hub,Ishara Madushan,3,216916.31,0.1,585674.03,120854.95,Cash,2024,6,June,2024-06,Q2,0.2063519019274254,65074.893,Premium
ORD-10343,2024-08-07,CUST-1095,Customer 1209,Small Business,Central,Matale,Electronics,Mobile Phones,Redmi Note 13,Dilan Jayasinghe,7,206362.07,0.1,1300081.05,66081.65,Cash,2024,8,August,2024-08,Q3,0.05082886947702221,144453.449,Premium
ORD-10344,2024-06-06,CUST-1019,Customer 1410,Small Business,Southern,Galle,Home & Living,Appliances,Water Heater,Ishara Madushan,1,18990.74,0.1,17091.66,3282.93,Bank Transfer,2024,6,June,2024-06,Q2,0.19207789062033764,1899.0740000000003,Medium
ORD-10345,2025-04-21,CUST-1144,Customer 1386,Small Business,Northern,Vavuniya,Home & Living,Appliances,Standing Fan,Sachini Perera,3,58254.79,0.1,157287.93,29351.06,Bank Transfer,2025,4,April,2025-04,Q2,0.18660719865790085,17476.437,Premium
ORD-10346,2024-02-15,CUST-1361,Customer 1374,Corporate,Western,Colombo,Groceries,Beverages,Tea Pack,Ishara Madushan,4,337.33,0.05,1281.87,351.9,Digital Wallet,2024,2,February,2024-02,Q1,0.27452081724355826,67.466,Low
ORD-10347,2025-01-07,CUST-1160,Customer 1089,Corporate,Sabaragamuwa,Kegalle,Electronics,Accessories,USB-C Hub,Dilan Jayasinghe,2,64224.66,0.1,115604.39,7523.6,Card,2025,1,January,2025-01,Q1,0.06508057349725214,12844.932,High
ORD-10348,2025-06-01,CUST-1066,Customer 1321,Small Business,Southern,Hambantota,Groceries,Snacks,Chocolate,Ishara Madushan,2,3207.98,0.15,5453.56,1341.22,Digital Wallet,2025,6,June,2025-06,Q2,0.24593476554764226,962.394,Low
ORD-10349,2024-04-08,CUST-1156,Customer 1340,Consumer,Western,Kalutara,Fashion,Men,Casual Shirt,Tharushi Fernando,3,6171.66,0.2,14811.98,821.71,Card,2024,4,April,2024-04,Q2,0.055476040340319124,3702.996,Medium
ORD-10350,2024-02-06,CUST-1150,Customer 1036,Corporate,Northern,Vavuniya,Home & Living,Appliances,Water Heater,Tharushi Fernando,5,32745.8,0.0,163728.98,36270.07,Cash,2024,2,February,2024-02,Q1,0.2215250470625298,0.0,Premium
ORD-10351,2024-10-06,CUST-1018,Customer 1294,Corporate,Western,Colombo,Fashion,Women,Sandals,Nimal Perera,5,12923.59,0.1,58156.16,11725.1,Card,2024,10,October,2024-10,Q4,0.2016140680540118,6461.795,High
ORD-10352,2024-12-14,CUST-1206,Customer 1198,Consumer,Western,Colombo,Groceries,Snacks,Mixed Nuts,Nimal Perera,3,4640.36,0.0,13921.09,1258.69,Cash,2024,12,December,2024-12,Q4,0.09041605219131549,0.0,Medium
ORD-10353,2025-05-11,CUST-1044,Customer 1098,Corporate,Southern,Hambantota,Electronics,Accessories,USB-C Hub,Nimal Perera,4,79294.33,0.0,317177.3,21413.09,Bank Transfer,2025,5,May,2025-05,Q2,0.06751142026872667,0.0,Premium
ORD-10354,2024-10-28,CUST-1273,Customer 1083,Small Business,Northern,Kilinochchi,Electronics,Accessories,Mechanical Keyboard,Ishara Madushan,5,33514.3,0.0,167571.48,8633.5,Card,2024,10,October,2024-10,Q4,0.051521297060812495,0.0,Premium
ORD-10355,2024-06-29,CUST-1409,Customer 1095,Corporate,North Western,Puttalam,Home & Living,Kitchen,Electric Kettle,Tharushi Fernando,6,47304.55,0.1,255444.58,48478.08,Digital Wallet,2024,6,June,2024-06,Q2,0.18977924683310957,28382.730000000007,Premium
ORD-10356,2025-08-29,CUST-1423,Customer 1054,Corporate,Central,Kandy,Home & Living,Furniture,Bookshelf,Tharushi Fernando,6,84084.51,0.05,479281.73,51341.55,Digital Wallet,2025,8,August,2025-08,Q3,0.10712185920377146,25225.353,Premium
ORD-10357,2024-04-08,CUST-1337,Customer 1194,Small Business,Sabaragamuwa,Ratnapura,Fashion,Women,Floral Dress,Sachini Perera,3,17925.56,0.15,45710.17,6385.59,Digital Wallet,2024,4,April,2024-04,Q2,0.13969735837779645,8066.502,Medium
ORD-10358,2025-11-30,CUST-1212,Customer 1109,Consumer,Eastern,Ampara,Home & Living,Furniture,Office Chair,Tharushi Fernando,5,51568.71,0.1,232059.21,51487.74,Cash,2025,11,November,2025-11,Q4,0.22187328828707123,25784.355,Premium
ORD-10359,2024-04-25,CUST-1086,Customer 1052,Corporate,Northern,Kilinochchi,Groceries,Snacks,Mixed Nuts,Dilan Jayasinghe,4,3718.68,0.1,13387.26,1606.92,Card,2024,4,April,2024-04,Q2,0.12003352441052165,1487.472,Medium
ORD-10360,2024-07-09,CUST-1299,Customer 1077,Consumer,Southern,Matara,Home & Living,Furniture,Bookshelf,Dilan Jayasinghe,7,72696.67,0.2,407101.32,34453.05,Bank Transfer,2024,7,July,2024-07,Q3,0.0846301603738352,101775.338,Premium
ORD-10361,2024-09-09,CUST-1042,Customer 1411,Corporate,Southern,Hambantota,Groceries,Household,Dish Wash,Dilan Jayasinghe,4,4883.5,0.05,18557.29,1721.17,Bank Transfer,2024,9,September,2024-09,Q3,0.09274899513883762,976.7,Medium
ORD-10362,2024-06-09,CUST-1232,Customer 1328,Small Business,Sabaragamuwa,Kegalle,Fashion,Men,Denim Jeans,Ishara Madushan,3,12780.41,0.0,38341.24,6866.26,Card,2024,6,June,2024-06,Q2,0.17908288829469263,0.0,Medium
ORD-10363,2024-09-12,CUST-1140,Customer 1427,Corporate,North Western,Kurunegala,Groceries,Household,Dish Wash,Tharushi Fernando,3,4561.74,0.2,10948.18,2225.51,Cash,2024,9,September,2024-09,Q3,0.2032767090055151,2737.044,Medium
ORD-10364,2024-11-18,CUST-1118,Customer 1260,Consumer,Sabaragamuwa,Kegalle,Groceries,Beverages,Fruit Juice,Tharushi Fernando,3,520.19,0.1,1404.5,310.69,Card,2024,11,November,2024-11,Q4,0.22121039515841937,156.05700000000002,Low
ORD-10365,2024-05-07,CUST-1235,Customer 1367,Small Business,North Western,Puttalam,Groceries,Beverages,Mineral Water,Dilan Jayasinghe,3,2007.62,0.1,5420.56,1306.81,Digital Wallet,2024,5,May,2024-05,Q2,0.24108394704606165,602.286,Low
ORD-10366,2024-01-18,CUST-1208,Customer 1238,Corporate,Eastern,Ampara,Groceries,Household,Detergent,Sachini Perera,1,2653.18,0.0,2653.18,490.5,Cash,2024,1,January,2024-01,Q1,0.18487249263148375,0.0,Low
ORD-10367,2025-07-19,CUST-1246,Customer 1244,Small Business,Western,Colombo,Fashion,Men,Casual Shirt,Sachini Perera,6,8795.05,0.0,52770.33,10048.44,Digital Wallet,2025,7,July,2025-07,Q3,0.1904183657748587,0.0,High
ORD-10368,2025-07-23,CUST-1391,Customer 1381,Consumer,Sabaragamuwa,Kegalle,Groceries,Beverages,Tea Pack,Tharushi Fernando,2,3331.64,0.2,5330.62,502.24,Card,2025,7,July,2025-07,Q3,0.09421793337360382,1332.656,Low
ORD-10369,2024-11-18,CUST-1218,Customer 1260,Corporate,Eastern,Ampara,Home & Living,Furniture,Bookshelf,Dilan Jayasinghe,2,30722.92,0.0,61445.84,14329.61,Card,2024,11,November,2024-11,Q4,0.23320716260042992,0.0,High
ORD-10370,2025-11-16,CUST-1299,Customer 1283,Corporate,Southern,Galle,Groceries,Beverages,Fruit Juice,Nimal Perera,1,803.27,0.0,803.27,99.45,Cash,2025,11,November,2025-11,Q4,0.12380644117171064,0.0,Low
ORD-10371,2025-09-17,CUST-1039,Customer 1304,Corporate,Sabaragamuwa,Ratnapura,Fashion,Women,Sandals,Kasun Silva,6,15963.32,0.15,81412.95,11166.94,Digital Wallet,2025,9,September,2025-09,Q3,0.13716417351293622,14366.988,High
ORD-10372,2024-10-14,CUST-1018,Customer 1090,Corporate,Southern,Matara,Electronics,Laptops,ASUS VivoBook,Nimal Perera,6,169067.79,0.05,963686.42,178739.13,Bank Transfer,2024,10,October,2024-10,Q4,0.18547436831163397,50720.337,Premium
ORD-10373,2025-10-24,CUST-1152,Customer 1086,Small Business,Western,Kalutara,Electronics,Mobile Phones,iPhone 13,Nimal Perera,5,52601.01,0.0,263005.05,37498.36,Card,2025,10,October,2025-10,Q4,0.1425765779022114,0.0,Premium
ORD-10374,2025-09-30,CUST-1155,Customer 1423,Corporate,North Western,Kurunegala,Home & Living,Appliances,Vacuum Cleaner,Ishara Madushan,3,50612.91,0.05,144246.79,31749.76,Digital Wallet,2025,9,September,2025-09,Q3,0.22010722041024272,7591.936500000001,High
ORD-10375,2024-06-03,CUST-1172,Customer 1438,Consumer,Northern,Jaffna,Groceries,Household,Dish Wash,Sachini Perera,1,2942.74,0.05,2795.6,596.35,Digital Wallet,2024,6,June,2024-06,Q2,0.21331735584489914,147.137,Low
ORD-10376,2025-05-04,CUST-1068,Customer 1379,Corporate,Northern,Jaffna,Home & Living,Furniture,Coffee Table,Nimal Perera,2,76997.07,0.05,146294.43,8458.79,Card,2025,5,May,2025-05,Q2,0.057820314826750416,7699.707000000001,High
ORD-10377,2025-01-20,CUST-1085,Customer 1055,Small Business,Central,Matale,Electronics,Accessories,Wireless Mouse,Kasun Silva,2,67010.14,0.15,113917.23,18765.6,Bank Transfer,2025,1,January,2025-01,Q1,0.16473012905949344,20103.041999999998,High
ORD-10378,2024-04-13,CUST-1416,Customer 1215,Small Business,Southern,Galle,Groceries,Beverages,Fruit Juice,Dilan Jayasinghe,3,1297.32,0.1,3502.75,694.81,Bank Transfer,2024,4,April,2024-04,Q2,0.19836128755977445,389.196,Low
ORD-10379,2025-01-27,CUST-1339,Customer 1266,Corporate,Eastern,Trincomalee,Groceries,Household,Detergent,Tharushi Fernando,5,3415.98,0.0,17079.9,2915.01,Digital Wallet,2025,1,January,2025-01,Q1,0.17066903202009379,0.0,Medium
ORD-10380,2024-09-02,CUST-1122,Customer 1340,Small Business,Eastern,Batticaloa,Fashion,Kids,Kids T-Shirt,Kasun Silva,4,7669.72,0.2,24543.12,6468.57,Bank Transfer,2024,9,September,2024-09,Q3,0.2635594007607835,6135.776000000001,Medium
ORD-10381,2024-06-24,CUST-1333,Customer 1327,Corporate,Western,Colombo,Fashion,Men,Denim Jeans,Sachini Perera,7,2395.42,0.1,15091.12,3785.64,Card,2024,6,June,2024-06,Q2,0.25085215676503797,1676.7940000000003,Medium
ORD-10382,2024-02-08,CUST-1200,Customer 1440,Small Business,Eastern,Trincomalee,Groceries,Household,Dish Wash,Dilan Jayasinghe,7,2743.27,0.05,18242.78,2355.46,Digital Wallet,2024,2,February,2024-02,Q1,0.1291173823287898,960.1445,Medium
ORD-10383,2025-04-21,CUST-1171,Customer 1134,Corporate,Central,Matale,Home & Living,Appliances,Vacuum Cleaner,Tharushi Fernando,1,16930.74,0.05,16084.2,1926.26,Card,2025,4,April,2025-04,Q2,0.11976100769699456,846.5370000000001,Medium
ORD-10384,2025-11-12,CUST-1092,Customer 1179,Corporate,Central,Matale,Groceries,Household,Detergent,Nimal Perera,7,682.92,0.0,4780.43,1057.1,Digital Wallet,2025,11,November,2025-11,Q4,0.22113073510123563,0.0,Low
ORD-10385,2025-06-21,CUST-1410,Customer 1392,Corporate,Central,Kandy,Groceries,Household,Floor Cleaner,Sachini Perera,3,3003.19,0.0,9009.57,2665.23,Digital Wallet,2025,6,June,2025-06,Q2,0.2958221091572628,0.0,Low
ORD-10386,2025-02-11,CUST-1066,Customer 1301,Consumer,Northern,Vavuniya,Groceries,Snacks,Chocolate,Ishara Madushan,6,1375.39,0.0,8252.33,721.97,Cash,2025,2,February,2025-02,Q1,0.08748680675639486,0.0,Low
ORD-10387,2025-06-08,CUST-1026,Customer 1238,Consumer,Sabaragamuwa,Ratnapura,Fashion,Men,Running Shoes,Ishara Madushan,2,8542.47,0.1,15376.44,3884.54,Bank Transfer,2025,6,June,2025-06,Q2,0.2526293472351207,1708.494,Medium
ORD-10388,2025-05-20,CUST-1338,Customer 1076,Small Business,Central,Matale,Groceries,Household,Detergent,Nimal Perera,6,2195.95,0.2,10540.54,925.77,Bank Transfer,2025,5,May,2025-05,Q2,0.0878294660425367,2635.14,Medium
ORD-10389,2024-02-05,CUST-1099,Customer 1098,Small Business,Sabaragamuwa,Kegalle,Electronics,Accessories,Bluetooth Speaker,Kasun Silva,7,68711.33,0.0,480979.34,39239.13,Digital Wallet,2024,2,February,2024-02,Q1,0.08158173696192439,0.0,Premium
ORD-10390,2025-11-15,CUST-1444,Customer 1173,Corporate,Western,Kalutara,Home & Living,Furniture,Office Chair,Tharushi Fernando,7,47984.25,0.2,268711.8,22230.41,Bank Transfer,2025,11,November,2025-11,Q4,0.08272956379288145,67177.95,Premium
ORD-10391,2024-01-20,CUST-1115,Customer 1064,Consumer,Sabaragamuwa,Ratnapura,Groceries,Beverages,Coffee Jar,Sachini Perera,6,2311.75,0.0,13870.49,2161.35,Bank Transfer,2024,1,January,2024-01,Q1,0.15582362266942262,0.0,Medium
ORD-10392,2024-11-16,CUST-1407,Customer 1347,Consumer,Sabaragamuwa,Kegalle,Home & Living,Appliances,Vacuum Cleaner,Kasun Silva,7,37307.94,0.1,235040.03,22716.88,Cash,2024,11,November,2024-11,Q4,0.09665111087673024,26115.558000000005,Premium
ORD-10393,2025-05-26,CUST-1347,Customer 1137,Corporate,Eastern,Trincomalee,Fashion,Kids,School Shoes,Sachini Perera,5,15101.98,0.05,71734.4,4415.67,Bank Transfer,2025,5,May,2025-05,Q2,0.06155582258999867,3775.495,High
ORD-10394,2025-02-03,CUST-1117,Customer 1092,Consumer,Southern,Hambantota,Fashion,Kids,Kids T-Shirt,Dilan Jayasinghe,5,13548.42,0.05,64355.01,6361.28,Cash,2025,2,February,2025-02,Q1,0.09884669429777106,3387.1050000000005,High
ORD-10395,2025-10-15,CUST-1075,Customer 1142,Consumer,Southern,Hambantota,Home & Living,Appliances,Vacuum Cleaner,Kasun Silva,1,17985.6,0.15,15287.76,1983.05,Bank Transfer,2025,10,October,2025-10,Q4,0.12971488301752512,2697.8399999999997,Medium
