order_id,order_date,customer_id,customer_name,customer_segment,region,city,category,subcategory,product_name,sales_person,quantity,unit_price,discount,sales,profit,payment_method
ORD-10397,2024-05-22,CUST-1407,Customer 1211,Small Business,North Western,Puttalam,Groceries,Snacks,Biscuits,Nimal Perera,6,828.05,0.1,4471.48,556.51,Digital Wallet
ORD-10398,2024-04-01,CUST-1034,Customer 1345,Corporate,Eastern,Ampara,Fashion,Kids,Backpack,Dilan Jayasinghe,1,10811.67,0.0,10811.67,1230.67,Bank Transfer
ORD-10399,2024-12-19,CUST-1244,Customer 1274,Small Business,Eastern,Batticaloa,Electronics,Accessories,Bluetooth Speaker,Sachini Perera,5,135562.29,0.0,677811.44,141099.28,Bank Transfer
ORD-10400,2025-12-27,CUST-1209,Customer 1272,Consumer,Sabaragamuwa,Ratnapura,Groceries,Beverages,Mineral Water,Dilan Jayasinghe,4,2090.39,0.15,7107.34,967.98,Bank Transfer
ORD-10401,2024-02-20,CUST-1426,Customer 1109,Small Business,Southern,Matara,Fashion,Kids,School Shoes,Dilan Jayasinghe,7,8903.11,0.1,56089.6,10776.22,Bank Transfer
ORD-10402,2025-10-26,CUST-1298,Customer 1397,Consumer,North Western,Kurunegala,Electronics,Mobile Phones,Nokia G42,Nimal Perera,2,55347.11,0.0,110694.22,12203.08,Card
ORD-10403,2025-11-28,CUST-1279,Customer 1103,Small Business,Northern,Kilinochchi,Electronics,Laptops,HP Pavilion,Kasun Silva,4,116012.12,0.1,417643.62,55272.74,Bank Transfer
ORD-10404,2025-07-28,CUST-1183,Customer 1209,Corporate,Central,Matale,Electronics,Accessories,USB-C Hub,Nimal Perera,7,29414.79,0.0,205903.51,20646.49,Bank Transfer
ORD-10405,2024-07-08,CUST-1374,Customer 1340,Small Business,North Western,Kurunegala,Electronics,Laptops,Dell Inspiron,Sachini Perera,5,151715.44,0.05,720648.35,94825.13,Card
ORD-10406,2024-05-04,CUST-1217,Customer 1439,Consumer,Northern,Vavuniya,Electronics,Accessories,Wireless Mouse,Kasun Silva,5,60302.74,0.1,271362.31,71972.42,Digital Wallet
ORD-10407,2024-05-29,CUST-1232,Customer 1179,Consumer,Western,Colombo,Home & Living,Appliances,Water Heater,Nimal Perera,3,17990.7,0.0,53972.09,4009.48,Bank Transfer
ORD-10408,2024-11-09,CUST-1409,Customer 1006,Corporate,Sabaragamuwa,Ratnapura,Groceries,Household,Dish Wash,Nimal Perera,2,1686.72,0.15,2867.42,682.46,Card
ORD-10409,2025-07-23,CUST-1284,Customer 1387,Corporate,Northern,Jaffna,Electronics,Mobile Phones,iPhone 13,Tharushi Fernando,2,208565.01,0.1,375417.01,70400.97,Card
ORD-10410,2024-12-07,CUST-1276,Customer 1112,Small Business,Northern,Jaffna,Home & Living,Kitchen,Rice Cooker,Sachini Perera,3,14258.6,0.1,38498.23,8197.18,Card
ORD-10411,2024-10-31,CUST-1246,Customer 1237,Corporate,Northern,Kilinochchi,Home & Living,Appliances,Vacuum Cleaner,Ishara Madushan,6,13798.33,0.1,74510.96,7494.87,Digital Wallet
ORD-10412,2025-11-22,CUST-1178,Customer 1063,Consumer,Sabaragamuwa,Ratnapura,Electronics,Mobile Phones,Redmi Note 13,Ishara Madushan,7,161232.72,0.0,1128629.03,273196.96,Digital Wallet
ORD-10413,2025-11-12,CUST-1099,Customer 1116,Corporate,Southern,Matara,Fashion,Men,Denim Jeans,Sachini Perera,4,9216.96,0.2,29494.28,7308.47,Cash
ORD-10414,2024-02-23,CUST-1206,Customer 1335,Small Business,Central,Nuwara Eliya,Fashion,Kids,Kids T-Shirt,Tharushi Fernando,6,7298.11,0.1,39409.8,3486.14,Card
ORD-10415,2025-03-19,CUST-1352,Customer 1189,Corporate,Eastern,Ampara,Home & Living,Appliances,Water Heater,Sachini Perera,7,58691.33,0.0,410839.31,113113.06,Cash
ORD-10416,2025-09-04,CUST-1415,Customer 1192,Consumer,Sabaragamuwa,Ratnapura,Groceries,Snacks,Biscuits,Dilan Jayasinghe,6,1464.29,0.05,8346.43,926.89,Cash
ORD-10417,2024-09-20,CUST-1340,Customer 1085,Corporate,Eastern,Batticaloa,Fashion,Women,Floral Dress,Ishara Madushan,5,7865.48,0.05,37361.05,9340.86,Digital Wallet
ORD-10418,2024-02-22,CUST-1130,Customer 1132,Consumer,Southern,Hambantota,Home & Living,Furniture,Office Chair,Ishara Madushan,5,19048.44,0.05,90480.07,15426.89,Cash
ORD-10419,2025-07-25,CUST-1165,Customer 1201,Corporate,Western,Gampaha,Home & Living,Kitchen,Rice Cooker,Ishara Madushan,5,64201.76,0.0,321008.78,20963.49,Bank Transfer
ORD-10420,2025-09-11,CUST-1251,Customer 1366,Consumer,North Western,Puttalam,Groceries,Household,Floor Cleaner,Sachini Perera,5,2686.65,0.0,13433.26,3100.08,Card
ORD-10421,2024-01-05,CUST-1032,Customer 1161,Consumer,Southern,Galle,Fashion,Men,Denim Jeans,Ishara Madushan,1,8433.0,0.05,8011.35,1135.61,Bank Transfer
ORD-10422,2024-04-12,CUST-1113,Customer 1013,Small Business,Northern,Vavuniya,Electronics,Laptops,ASUS VivoBook,Kasun Silva,4,60775.89,0.0,243103.57,56904.98,Cash
ORD-10423,2024-07-14,CUST-1286,Customer 1250,Small Business,Central,Kandy,Groceries,Beverages,Mineral Water,Ishara Madushan,2,4121.59,0.15,7006.71,1564.16,Cash
ORD-10424,2024-12-15,CUST-1305,Customer 1052,Small Business,Southern,Hambantota,Home & Living,Kitchen,Rice Cooker,Kasun Silva,2,84084.92,0.1,151352.86,17126.68,Cash
ORD-10425,2024-02-16,CUST-1128,Customer 1020,Consumer,Central,Matale,Fashion,Kids,Backpack,Tharushi Fernando,2,7005.74,0.05,13310.9,1316.33,Card
ORD-10426,2025-10-17,CUST-1439,Customer 1316,Corporate,North Western,Puttalam,Electronics,Mobile Phones,iPhone 13,Tharushi Fernando,3,12124.37,0.0,36373.11,3598.95,Cash
ORD-10427,2024-09-25,CUST-1158,Customer 1112,Small Business,Southern,Hambantota,Electronics,Laptops,ASUS VivoBook,Tharushi Fernando,3,87560.74,0.1,236414.0,38901.73,Cash
ORD-10428,2025-01-04,CUST-1403,Customer 1057,Corporate,Northern,Vavuniya,Home & Living,Furniture,Study Desk,Nimal Perera,2,27441.43,0.1,49394.57,4028.29,Cash
ORD-10429,2025-09-27,CUST-1277,Customer 1437,Consumer,Central,Nuwara Eliya,Electronics,Mobile Phones,Galaxy A15,Nimal Perera,4,16317.67,0.0,65270.68,6445.6,Digital Wallet
ORD-10430,2024-04-15,CUST-1187,Customer 1023,Small Business,Southern,Matara,Home & Living,Kitchen,Rice Cooker,Sachini Perera,4,42593.8,0.15,144818.94,27510.85,Digital Wallet
ORD-10431,2025-10-31,CUST-1147,Customer 1002,Corporate,Central,Matale,Home & Living,Furniture,Bookshelf,Nimal Perera,7,26303.11,0.05,174915.7,33829.92,Bank Transfer
ORD-10432,2025-10-20,CUST-1058,Customer 1198,Small Business,Western,Kalutara,Electronics,Mobile Phones,Redmi Note 13,Nimal Perera,2,52408.9,0.05,99576.92,22027.5,Digital Wallet
ORD-10433,2025-10-18,CUST-1036,Customer 1109,Consumer,Western,Gampaha,Fashion,Women,Sandals,Ishara Madushan,3,1868.83,0.2,4485.2,1236.6,Digital Wallet
ORD-10434,2024-04-29,CUST-1334,Customer 1413,Small Business,Western,Gampaha,Home & Living,Furniture,Bookshelf,Ishara Madushan,7,80717.94,0.0,565025.55,158552.95,Card
ORD-10435,2025-08-26,CUST-1287,Customer 1082,Consumer,Northern,Kilinochchi,Groceries,Beverages,Coffee Jar,Nimal Perera,2,2388.84,0.05,4538.8,957.78,Digital Wallet
ORD-10436,2024-02-27,CUST-1228,Customer 1405,Corporate,Western,Colombo,Fashion,Kids,Kids T-Shirt,Nimal Perera,3,6470.21,0.05,18440.11,1637.72,Digital Wallet
ORD-10437,2024-12-11,CUST-1032,Customer 1015,Corporate,Sabaragamuwa,Kegalle,Electronics,Mobile Phones,Redmi Note 13,Dilan Jayasinghe,6,62302.34,0.1,336432.66,88074.7,Cash
ORD-10438,2025-04-18,CUST-1271,Customer 1089,Consumer,Central,Nuwara Eliya,Fashion,Men,Casual Shirt,Ishara Madushan,6,9079.88,0.0,54479.31,3749.4,Digital Wallet
ORD-10439,2024-04-26,CUST-1041,Customer 1429,Small Business,North Western,Puttalam,Groceries,Household,Detergent,Nimal Perera,7,4304.86,0.1,27120.61,4225.5,Card
ORD-10440,2024-05-06,CUST-1337,Customer 1273,Corporate,North Western,Puttalam,Electronics,Accessories,Wireless Mouse,Sachini Perera,6,73979.26,0.05,421681.81,39978.5,Card
ORD-10441,2025-01-27,CUST-1401,Customer 1274,Small Business,Central,Matale,Fashion,Women,Ladies Watch,Sachini Perera,5,13206.89,0.05,62732.71,8712.49,Bank Transfer
ORD-10442,2025-10-02,CUST-1404,Customer 1376,Consumer,Southern,Matara,Fashion,Men,Casual Shirt,Kasun Silva,2,6707.68,0.1,12073.83,1406.1,Cash
ORD-10443,2024-02-27,CUST-1217,Customer 1154,Corporate,Central,Kandy,Home & Living,Furniture,Coffee Table,Dilan Jayasinghe,7,7067.68,0.0,49473.79,10235.67,Cash
ORD-10444,2025-09-25,CUST-1076,Customer 1177,Corporate,Eastern,Trincomalee,Home & Living,Furniture,Bookshelf,Tharushi Fernando,2,54187.74,0.15,92119.16,17485.47,Cash
ORD-10445,2025-05-27,CUST-1356,Customer 1400,Consumer,Western,Colombo,Fashion,Kids,Kids T-Shirt,Tharushi Fernando,7,15193.35,0.1,95718.09,19022.6,Card
ORD-10446,2024-04-05,CUST-1134,Customer 1400,Small Business,Western,Kalutara,Home & Living,Furniture,Coffee Table,Nimal Perera,5,39568.35,0.05,187949.68,35669.95,Bank Transfer
ORD-10447,2025-09-29,CUST-1063,Customer 1436,Small Business,Southern,Galle,Electronics,Laptops,ASUS VivoBook,Sachini Perera,4,50775.32,0.0,203101.28,45776.97,Card
ORD-10448,2024-04-27,CUST-1216,Customer 1382,Consumer,Western,Gampaha,Electronics,Mobile Phones,Galaxy A15,Nimal Perera,4,160746.0,0.15,546536.41,91391.65,Card
ORD-10449,2025-07-13,CUST-1337,Customer 1254,Small Business,Central,Kandy,Groceries,Snacks,Biscuits,Ishara Madushan,2,505.46,0.0,1010.93,146.99,Bank Transfer
ORD-10450,2025-08-23,CUST-1339,Customer 1162,Small Business,Sabaragamuwa,Ratnapura,Electronics,Mobile Phones,Redmi Note 13,Dilan Jayasinghe,4,165539.0,0.1,595940.4,149872.81,Card
ORD-10451,2025-05-02,CUST-1051,Customer 1071,Consumer,Western,Gampaha,Electronics,Mobile Phones,Nokia G42,Kasun Silva,4,146880.63,0.0,587522.51,138403.55,Digital Wallet
ORD-10452,2024-08-24,CUST-1378,Customer 1069,Small Business,Sabaragamuwa,Kegalle,Groceries,Beverages,Mineral Water,Dilan Jayasinghe,3,3939.79,0.15,10046.47,1032.64,Card
ORD-10453,2024-09-28,CUST-1422,Customer 1328,Corporate,Southern,Galle,Home & Living,Furniture,Bookshelf,Kasun Silva,7,12766.74,0.05,84898.79,17922.33,Cash
ORD-10454,2024-07-07,CUST-1169,Customer 1010,Corporate,Eastern,Ampara,Home & Living,Appliances,Iron,Dilan Jayasinghe,2,38702.5,0.15,65794.25,12218.86,Digital Wallet
ORD-10455,2025-12-04,CUST-1085,Customer 1214,Corporate,Western,Colombo,Fashion,Women,Floral Dress,Kasun Silva,2,14834.41,0.0,29668.82,2673.54,Card
ORD-10456,2025-03-22,CUST-1447,Customer 1441,Corporate,North Western,Kurunegala,Groceries,Household,Tissue Pack,Ishara Madushan,1,3870.51,0.1,3483.46,332.94,Digital Wallet
ORD-10457,2025-08-03,CUST-1292,Customer 1362,Consumer,Southern,Hambantota,Fashion,Women,Sandals,Nimal Perera,7,5897.89,0.1,37156.71,9236.91,Bank Transfer
ORD-10458,2024-09-03,CUST-1343,Customer 1135,Corporate,Eastern,Batticaloa,Electronics,Laptops,Lenovo IdeaPad,Ishara Madushan,4,117390.64,0.0,469562.58,27986.91,Bank Transfer
ORD-10459,2024-03-16,CUST-1145,Customer 1051,Small Business,Sabaragamuwa,Ratnapura,Home & Living,Kitchen,Blender,Kasun Silva,1,63444.86,0.0,63444.86,17893.85,Bank Transfer
ORD-10460,2024-06-02,CUST-1289,Customer 1443,Corporate,Eastern,Ampara,Electronics,Mobile Phones,Nokia G42,Kasun Silva,2,25126.12,0.0,50252.25,6210.88,Card
ORD-10461,2025-10-17,CUST-1032,Customer 1234,Small Business,Central,Nuwara Eliya,Fashion,Kids,Backpack,Nimal Perera,2,15269.54,0.0,30539.08,4896.35,Bank Transfer
ORD-10462,2025-03-10,CUST-1289,Customer 1213,Corporate,Eastern,Ampara,Home & Living,Appliances,Vacuum Cleaner,Ishara Madushan,2,67938.72,0.05,129083.57,27920.25,Bank Transfer
ORD-10463,2024-03-26,CUST-1088,Customer 1072,Consumer,Central,Matale,Electronics,Mobile Phones,Galaxy A15,Ishara Madushan,2,66580.94,0.1,119845.7,23046.63,Card
ORD-10464,2025-11-27,CUST-1013,Customer 1296,Small Business,Western,Kalutara,Groceries,Beverages,Fruit Juice,Kasun Silva,5,4968.01,0.15,21114.04,3875.6,Card
ORD-10465,2024-10-11,CUST-1280,Customer 1034,Consumer,Southern,Hambantota,Home & Living,Furniture,Office Chair,Kasun Silva,1,54723.17,0.1,49250.86,6368.16,Card
ORD-10466,2024-08-07,CUST-1104,Customer 1379,Small Business,Sabaragamuwa,Ratnapura,Fashion,Men,Running Shoes,Sachini Perera,5,10395.05,0.0,51975.27,7329.18,Digital Wallet
ORD-10467,2024-03-09,CUST-1391,Customer 1282,Consumer,Eastern,Batticaloa,Fashion,Women,Sandals,Kasun Silva,2,1469.27,0.05,2791.62,584.9,Digital Wallet
ORD-10468,2024-02-16,CUST-1330,Customer 1308,Consumer,Sabaragamuwa,Kegalle,Fashion,Men,Running Shoes,Sachini Perera,2,10972.92,0.05,20848.55,5162.46,Card
ORD-10469,2024-04-03,CUST-1143,Customer 1240,Small Business,Northern,Kilinochchi,Fashion,Men,Denim Jeans,Nimal Perera,5,15395.51,0.1,69279.8,10849.34,Digital Wallet
ORD-10470,2025-03-28,CUST-1237,Customer 1219,Small Business,Sabaragamuwa,Ratnapura,Home & Living,Appliances,Iron,Kasun Silva,4,41880.95,0.0,167523.81,22283.21,Cash
ORD-10471,2024-07-22,CUST-1409,Customer 1300,Consumer,Northern,Jaffna,Fashion,Kids,Kids T-Shirt,Tharushi Fernando,7,4619.39,0.05,30718.92,6252.87,Bank Transfer
ORD-10472,2024-08-05,CUST-1099,Customer 1197,Corporate,Central,Nuwara Eliya,Electronics,Accessories,USB-C Hub,Nimal Perera,4,91483.65,0.05,347637.85,67704.2,Bank Transfer
ORD-10473,2025-04-18,CUST-1033,Customer 1071,Consumer,Central,Kandy,Electronics,Laptops,Dell Inspiron,Sachini Perera,2,206562.05,0.05,392467.9,108076.71,Cash
ORD-10474,2025-03-07,CUST-1307,Customer 1010,Consumer,Western,Gampaha,Groceries,Household,Floor Cleaner,Dilan Jayasinghe,1,4040.49,0.1,3636.44,285.63,Digital Wallet
ORD-10475,2024-12-06,CUST-1009,Customer 1061,Small Business,Northern,Kilinochchi,Groceries,Beverages,Mineral Water,Sachini Perera,4,1859.36,0.05,7065.58,759.04,Card
ORD-10476,2025-07-04,CUST-1429,Customer 1434,Consumer,Central,Matale,Electronics,Mobile Phones,iPhone 13,Tharushi Fernando,5,49576.77,0.1,223095.46,31745.97,Bank Transfer
ORD-10477,2025-09-03,CUST-1251,Customer 1347,Consumer,Western,Colombo,Fashion,Men,Leather Belt,Sachini Perera,7,5070.5,0.05,33718.8,7461.76,Cash
ORD-10478,2024-10-15,CUST-1324,Customer 1199,Small Business,Eastern,Batticaloa,Fashion,Kids,Kids Shorts,Nimal Perera,3,1479.9,0.1,3995.72,342.65,Digital Wallet
ORD-10479,2024-09-10,CUST-1098,Customer 1439,Consumer,North Western,Kurunegala,Groceries,Beverages,Tea Pack,Tharushi Fernando,7,432.4,0.05,2875.49,800.99,Card
ORD-10480,2024-12-22,CUST-1420,Customer 1195,Corporate,Central,Matale,Fashion,Kids,Backpack,Kasun Silva,1,14603.12,0.05,13872.96,2345.67,Cash
ORD-10481,2024-01-23,CUST-1044,Customer 1415,Corporate,Western,Gampaha,Groceries,Beverages,Tea Pack,Nimal Perera,6,2277.58,0.0,13665.46,787.35,Digital Wallet
ORD-10482,2025-06-05,CUST-1333,Customer 1403,Consumer,Western,Gampaha,Groceries,Beverages,Tea Pack,Kasun Silva,2,4866.27,0.05,9245.9,1157.74,Card
ORD-10483,2024-04-09,CUST-1117,Customer 1068,Corporate,North Western,Puttalam,Electronics,Laptops,Lenovo IdeaPad,Dilan Jayasinghe,6,139933.44,0.2,671680.53,83239.79,Digital Wallet
ORD-10484,2024-06-28,CUST-1358,Customer 1444,Consumer,Northern,Vavuniya,Fashion,Men,Leather Belt,Tharushi Fernando,3,17800.48,0.0,53401.45,13758.17,Digital Wallet
ORD-10485,2024-08-10,CUST-1058,Customer 1185,Corporate,Southern,Galle,Groceries,Beverages,Fruit Juice,Dilan Jayasinghe,3,3270.58,0.1,8830.56,843.71,Bank Transfer
ORD-10486,2025-10-20,CUST-1097,Customer 1446,Consumer,Central,Matale,Electronics,Mobile Phones,Galaxy A15,Sachini Perera,6,109285.89,0.1,590143.8,30591.47,Bank Transfer
ORD-10487,2025-03-17,CUST-1092,Customer 1127,Corporate,Sabaragamuwa,Kegalle,Home & Living,Appliances,Standing Fan,Ishara Madushan,5,83908.38,0.15,356610.63,83177.83,Digital Wallet
ORD-10488,2025-08-30,CUST-1093,Customer 1019,Corporate,Eastern,Ampara,Groceries,Household,Dish Wash,Tharushi Fernando,6,4804.64,0.0,28827.85,5657.77,Cash
ORD-10489,2024-11-20,CUST-1055,Customer 1436,Consumer,Northern,Vavuniya,Electronics,Accessories,Mechanical Keyboard,Dilan Jayasinghe,1,219748.93,0.0,219748.93,34343.56,Card
ORD-10490,2025-05-30,CUST-1337,Customer 1322,Corporate,Central,Kandy,Home & Living,Kitchen,Rice Cooker,Nimal Perera,4,27864.02,0.0,111456.09,18858.82,Digital Wallet
ORD-10491,2024-01-16,CUST-1063,Customer 1062,Corporate,Central,Nuwara Eliya,Home & Living,Appliances,Iron,Sachini Perera,3,10488.71,0.05,29892.82,2176.73,Cash
ORD-10492,2024-12-01,CUST-1388,Customer 1409,Corporate,Western,Gampaha,Groceries,Household,Tissue Pack,Ishara Madushan,4,4790.25,0.0,19161.02,5179.15,Digital Wallet
ORD-10493,2024-09-14,CUST-1211,Customer 1268,Consumer,Sabaragamuwa,Ratnapura,Groceries,Beverages,Mineral Water,Kasun Silva,5,1540.4,0.0,7702.02,1088.84,Cash
ORD-10494,2025-05-11,CUST-1408,Customer 1188,Corporate,Western,Kalutara,Electronics,Laptops,Dell Inspiron,Tharushi Fernando,2,89162.53,0.0,178325.06,25630.01,Digital Wallet
ORD-10495,2024-06-08,CUST-1379,Customer 1315,Corporate,North Western,Puttalam,Groceries,Beverages,Coffee Jar,Dilan Jayasinghe,5,3601.08,0.0,18005.39,4243.72,Card
ORD-10496,2025-04-19,CUST-1082,Customer 1428,Corporate,Eastern,Ampara,Groceries,Beverages,Mineral Water,Sachini Perera,6,628.12,0.1,3391.87,641.25,Card
ORD-10497,2025-10-25,CUST-1200,Customer 1255,Consumer,Western,Kalutara,Groceries,Snacks,Potato Chips,Tharushi Fernando,6,874.21,0.0,5245.25,939.64,Bank Transfer
ORD-10498,2025-11-20,CUST-1235,Customer 1206,Consumer,Southern,Matara,Groceries,Household,Detergent,Kasun Silva,3,4503.89,0.2,10809.34,1780.48,Bank Transfer
ORD-10499,2025-11-05,CUST-1351,Customer 1140,Small Business,North Western,Puttalam,Fashion,Women,Ladies Watch,Sachini Perera,6,5069.36,0.15,25853.75,2085.91,Cash
ORD-10500,2025-01-14,CUST-1122,Customer 1017,Small Business,Central,Matale,Home & Living,Furniture,Coffee Table,Tharushi Fernando,2,18765.15,0.05,35653.78,5518.31,Cash
ORD-10501,2025-06-28,CUST-1045,Customer 1314,Consumer,Eastern,Batticaloa,Electronics,Laptops,ASUS VivoBook,Ishara Madushan,4,96262.48,0.05,365797.41,22688.58,Cash
ORD-10502,2025-11-21,CUST-1074,Customer 1051,Consumer,Central,Kandy,Home & Living,Kitchen,Blender,Dilan Jayasinghe,3,72013.0,0.05,205237.06,25145.28,Cash
ORD-10503,2025-03-02,CUST-1052,Customer 1134,Corporate,Southern,Hambantota,Home & Living,Furniture,Bookshelf,Ishara Madushan,3,42651.09,0.15,108760.27,7731.76,Digital Wallet
ORD-10504,2025-09-04,CUST-1259,Customer 1324,Corporate,North Western,Kurunegala,Electronics,Mobile Phones,iPhone 13,Ishara Madushan,3,97518.02,0.05,277926.36,71325.29,Digital Wallet
ORD-10505,2024-09-24,CUST-1141,Customer 1155,Corporate,Central,Matale,Fashion,Women,Floral Dress,Sachini Perera,1,7225.51,0.05,6864.24,482.3,Cash
ORD-10506,2025-07-30,CUST-1171,Customer 1022,Small Business,Southern,Galle,Groceries,Beverages,Coffee Jar,Kasun Silva,6,3582.44,0.0,21494.61,3371.32,Card
ORD-10507,2025-02-20,CUST-1313,Customer 1181,Small Business,North Western,Kurunegala,Home & Living,Furniture,Coffee Table,Nimal Perera,7,73701.34,0.15,438522.95,116336.15,Cash
ORD-10508,2024-06-16,CUST-1005,Customer 1218,Consumer,Northern,Jaffna,Home & Living,Appliances,Standing Fan,Tharushi Fernando,5,78038.07,0.1,351171.33,42649.44,Bank Transfer
ORD-10509,2024-02-12,CUST-1066,Customer 1070,Corporate,North Western,Puttalam,Groceries,Snacks,Potato Chips,Tharushi Fernando,3,3643.68,0.05,10384.5,706.01,Card
ORD-10510,2025-07-09,CUST-1326,Customer 1381,Consumer,Northern,Kilinochchi,Groceries,Household,Detergent,Ishara Madushan,1,2369.31,0.1,2132.38,271.55,Bank Transfer
ORD-10511,2024-10-11,CUST-1165,Customer 1049,Corporate,Eastern,Ampara,Fashion,Women,Handbag,Nimal Perera,7,14773.68,0.0,103415.78,19471.82,Bank Transfer
ORD-10512,2025-01-31,CUST-1320,Customer 1138,Small Business,Southern,Hambantota,Fashion,Women,Sandals,Sachini Perera,4,5430.35,0.0,21721.41,5443.23,Bank Transfer
ORD-10513,2024-01-12,CUST-1350,Customer 1397,Small Business,Central,Kandy,Home & Living,Kitchen,Air Fryer,Tharushi Fernando,7,59714.76,0.0,418003.31,32156.29,Card
ORD-10514,2025-08-29,CUST-1411,Customer 1410,Corporate,North Western,Kurunegala,Groceries,Snacks,Potato Chips,Dilan Jayasinghe,1,863.16,0.1,776.84,162.25,Digital Wallet
ORD-10515,2024-10-28,CUST-1351,Customer 1147,Small Business,North Western,Kurunegala,Home & Living,Furniture,Study Desk,Ishara Madushan,7,24323.94,0.1,153240.82,36054.53,Digital Wallet
ORD-10516,2024-09-09,CUST-1011,Customer 1097,Corporate,North Western,Puttalam,Fashion,Men,Denim Jeans,Nimal Perera,1,4066.1,0.05,3862.79,886.45,Digital Wallet
ORD-10517,2025-05-13,CUST-1338,Customer 1123,Small Business,Central,Nuwara Eliya,Fashion,Kids,School Shoes,Tharushi Fernando,6,15251.16,0.2,73205.57,4501.21,Cash
ORD-10518,2024-02-04,CUST-1386,Customer 1210,Corporate,Central,Matale,Home & Living,Appliances,Iron,Tharushi Fernando,1,47213.67,0.1,42492.3,8538.14,Bank Transfer
ORD-10519,2025-12-27,CUST-1076,Customer 1164,Corporate,Southern,Hambantota,Fashion,Women,Handbag,Nimal Perera,6,2125.71,0.05,12116.52,3133.8,Cash
ORD-10520,2024-03-30,CUST-1346,Customer 1230,Small Business,Northern,Jaffna,Electronics,Accessories,Bluetooth Speaker,Tharushi Fernando,6,205747.63,0.1,1111037.2,255243.07,Digital Wallet
ORD-10521,2025-08-27,CUST-1351,Customer 1013,Corporate,Western,Colombo,Home & Living,Kitchen,Electric Kettle,Ishara Madushan,7,28884.82,0.0,202193.71,35728.09,Digital Wallet
ORD-10522,2025-08-24,CUST-1264,Customer 1097,Corporate,Central,Matale,Home & Living,Kitchen,Air Fryer,Sachini Perera,7,74286.89,0.1,468007.4,34016.42,Card
ORD-10523,2025-02-21,CUST-1302,Customer 1031,Corporate,Southern,Hambantota,Electronics,Mobile Phones,Nokia G42,Kasun Silva,5,151705.33,0.0,758526.64,165357.74,Card
ORD-10524,2024-04-24,CUST-1374,Customer 1037,Small Business,Eastern,Batticaloa,Groceries,Beverages,Coffee Jar,Dilan Jayasinghe,2,3844.07,0.1,6919.33,785.49,Digital Wallet
ORD-10525,2025-09-08,CUST-1073,Customer 1249,Consumer,Northern,Kilinochchi,Groceries,Snacks,Biscuits,Ishara Madushan,6,2745.86,0.0,16475.19,1395.37,Card
ORD-10526,2024-07-14,CUST-1042,Customer 1135,Consumer,North Western,Puttalam,Electronics,Laptops,HP Pavilion,Sachini Perera,7,218913.19,0.15,1302533.48,273478.5,Cash
ORD-10527,2025-05-15,CUST-1436,Customer 1153,Corporate,North Western,Kurunegala,Home & Living,Appliances,Iron,Kasun Silva,2,13341.03,0.15,22679.75,6047.95,Cash
ORD-10528,2025-09-17,CUST-1150,Customer 1293,Consumer,Northern,Vavuniya,Fashion,Men,Casual Shirt,Tharushi Fernando,6,6615.06,0.0,39690.34,7656.97,Bank Transfer
ORD-10529,2025-05-07,CUST-1259,Customer 1046,Corporate,Northern,Vavuniya,Fashion,Women,Floral Dress,Dilan Jayasinghe,4,11959.51,0.2,38270.45,2455.49,Bank Transfer
ORD-10530,2024-03-15,CUST-1028,Customer 1016,Consumer,Sabaragamuwa,Ratnapura,Home & Living,Furniture,Office Chair,Kasun Silva,7,22301.43,0.0,156109.99,12703.25,Card
ORD-10531,2025-02-16,CUST-1299,Customer 1325,Consumer,Central,Nuwara Eliya,Electronics,Accessories,Mechanical Keyboard,Tharushi Fernando,3,146353.0,0.1,395153.1,92340.77,Cash
ORD-10532,2025-01-10,CUST-1204,Customer 1007,Small Business,Northern,Vavuniya,Fashion,Kids,Kids T-Shirt,Nimal Perera,3,17730.04,0.0,53190.12,13029.2,Cash
ORD-10533,2025-02-23,CUST-1164,Customer 1288,Corporate,North Western,Kurunegala,Electronics,Accessories,Wireless Mouse,Dilan Jayasinghe,1,198329.67,0.0,198329.67,54524.12,Digital Wallet
ORD-10534,2025-12-29,CUST-1083,Customer 1065,Consumer,Western,Kalutara,Fashion,Women,Floral Dress,Sachini Perera,4,2393.43,0.0,9573.71,1778.96,Cash
ORD-10535,2024-10-03,CUST-1181,Customer 1434,Small Business,Southern,Matara,Electronics,Accessories,USB-C Hub,Ishara Madushan,5,41407.78,0.0,207038.9,16512.89,Card
ORD-10536,2025-11-06,CUST-1273,Customer 1336,Consumer,Northern,Jaffna,Electronics,Laptops,Lenovo IdeaPad,Dilan Jayasinghe,1,88107.05,0.0,88107.05,8433.7,Card
ORD-10537,2025-01-28,CUST-1099,Customer 1442,Corporate,Eastern,Batticaloa,Fashion,Kids,School Shoes,Sachini Perera,4,17859.29,0.1,64293.44,12160.87,Digital Wallet
ORD-10538,2025-04-01,CUST-1029,Customer 1391,Consumer,Southern,Galle,Electronics,Accessories,Bluetooth Speaker,Sachini Perera,7,39415.82,0.15,234524.13,56714.9,Digital Wallet
ORD-10539,2024-07-10,CUST-1137,Customer 1433,Consumer,Southern,Galle,Electronics,Mobile Phones,Galaxy A15,Ishara Madushan,6,103055.13,0.15,525581.17,43866.13,Digital Wallet
ORD-10540,2025-11-19,CUST-1170,Customer 1157,Corporate,Central,Kandy,Electronics,Accessories,Wireless Mouse,Sachini Perera,1,110607.86,0.0,110607.86,15956.97,Card
